"trial","phase","object","toShock","seenBefore","shockedCategory","responseSide","filename","num","name","onsetFixationCross","onsetStimulus","interTrialTime","response","reactionTime","wasShocked","buttonPressed","isResponseCorrect"
1,1,"tool",0,0,"tools",1,"beadingtool.jpg",152,"(unused)",0.0265275381534593,6.18120540658856,5.97938697592203,"tool",2.29743798799063,0,2,1
2,1,"tool",0,0,"tools",1,"hairbrush.jpg",129,"(unused)",8.7669626661791,15.5056629398623,6.67944895348424,"tool",0.813290784846686,0,2,1
3,1,"tool",0,0,"tools",1,"pencil.jpg",159,"(unused)",18.057860117332,22.5280277750162,4.42622270833651,"tool",1.17320426343576,0,2,1
4,1,"tool",0,0,"tools",1,"oven.jpg",126,"(unused)",25.0801989729698,32.2526041725932,7.13445823285263,"tool",0.591960383456353,0,2,1
5,1,"tool",0,0,"tools",1,"caulkinggun.jpg",154,"(unused)",34.8047968597766,42.7277650290962,7.86460763467647,"tool",0.599198725630231,0,2,1
6,1,"animal",0,0,"tools",1,"deer.jpg",140,"(unused)",45.2966776195717,49.6500712018615,4.29346033777843,"animal",0.676210991488915,0,1,1
7,1,"tool",0,0,"tools",1,"typewriter.jpg",134,"(unused)",52.2022327777722,57.9566846564921,5.70548069836562,"tool",0.458890416130089,0,2,1
8,1,"tool",0,0,"tools",1,"binoculars.jpg",142,"(unused)",60.5256947503358,66.4971163205828,5.92235525611923,"tool",0.462747572411899,0,2,1
9,1,"animal",0,0,"tools",1,"mink.jpg",132,"(unused)",69.0493048382141,73.51946993002,4.40724766186366,"animal",0.552662997861262,0,1,1
10,1,"animal",0,0,"tools",1,"earthworm.jpg",135,"(unused)",76.0716825027584,82.3765790641928,6.25533431337126,"tool",0.404814214040016,0,2,0
11,1,"tool",0,0,"tools",1,"telephone.jpg",136,"(unused)",84.9288849707482,90.7167009626482,5.74387712920796,"tool",0.819142269896474,0,2,1
12,1,"animal",0,0,"tools",1,"brown_bear.jpg",127,"(unused)",93.2689943605474,100.975121452981,7.64325433011607,"animal",0.525140426954749,0,1,1
13,1,"animal",0,0,"tools",1,"waterbuffalo.jpg",171,"(unused)",103.527315743838,110.182639090987,6.60320584616297,"animal",0.559797742705996,0,1,1
14,1,"tool",0,0,"tools",1,"glove.jpg",148,"(unused)",112.734813496289,118.906384464789,6.10713101454019,"tool",0.744456934756272,0,2,1
15,1,"tool",0,0,"tools",1,"lantern.jpg",138,"(unused)",121.475256001215,127.846782002701,6.32657054234717,"tool",0.624405591534924,0,2,1
