trial,phase,object,toShock,seenBefore,shockedCategory,responseSide,filename,num,name,onsetFixationCross,onsetForcedChoiceOptions,onsetCertaintyOptions,interTrialTime,wasShocked,buttonPressedForcedChoice,forcedChoiceRT,buttonPressedCertainty,certaintyRT
1,4,animal,0,0,animals,2,a_056.png,56,tbd,0.027082910367028,1.92838753010452,3.19622863410055,0.763074485158557,0,2,1.18573200584564,3,2.42297308515805
2,1,tool,0,1,animals,2,t_308.png,308,tbd,5.66490803041174,7.63318867926691,8.71736873033885,0.864247105352183,0,1,1.02014787291637,4,1.69195474891075
3,2,animal,0,1,animals,2,a_158.png,158,tbd,10.4521000931242,12.7539586641373,14.2718253777385,0.975785673604996,0,1,1.46348550949136,4,1.12867378199888
4,3,tool,0,1,animals,2,t_192.png,192,tbd,15.4060725848714,17.0407368073653,18.3251008756673,0.513924737288124,0,1,1.23181485116049,2,1.26349796965206
5,4,tool,0,0,animals,2,t_296.png,296,tbd,19.6094431395483,21.0272860409306,21.7111314265321,0.302879237652882,0,2,0.614397947135274,1,1.29162274287523
6,2,animal,0,1,animals,2,a_029.png,29,tbd,23.0121809394638,24.9804650331107,25.8311551587121,0.879080124269254,0,1,0.804382662035096,4,1.49874052020499
7,4,animal,0,0,animals,2,a_094.png,94,tbd,27.3490022976737,29.1837898033176,30.6349339837131,0.738431291106871,0,1,1.39315915530113,4,1.14099969845785
8,4,tool,0,0,animals,2,t_358.png,358,tbd,31.8026027050275,33.4037504663546,35.0551780483491,0.500824297788498,0,1,1.59837049398129,1,0.675908902546212
9,1,animal,0,1,animals,2,a_081.png,81,tbd,35.7390600073316,36.8565570530026,38.1408433926807,0.0319898636806412,0,1,1.24358949094318,4,1.46139956861367
10,4,tool,0,0,animals,2,t_249.png,249,tbd,39.6088398574732,41.2268658530385,42.4945465578162,0.53140688362099,0,2,1.21339383854092,3,1.61885810785031
11,1,tool,0,1,animals,2,t_277.png,277,tbd,44.1291430273517,45.2631759809749,45.9972868089672,0.0427438524346244,0,1,0.663545798829034,4,1.23538740384993
12,2,animal,0,1,animals,2,a_104.png,104,tbd,47.2483110410905,49.183306571355,50.0840132502748,0.818808223429316,0,1,0.851610067273214,4,0.6438465209132
13,2,animal,0,1,animals,2,a_173.png,173,tbd,50.7345308550692,52.8197357426875,54.5042151626704,0.944152931183086,0,1,1.61647078610406,2,0.832904186753012
14,3,tool,0,1,animals,2,t_332.png,332,tbd,55.3550125991747,57.4401949649528,58.4073333112346,0.951647397369348,0,1,0.912129434435656,4,0.90014837300339
15,2,tool,0,1,animals,2,t_344.png,344,tbd,59.3249884615249,60.5758755404771,61.3767120225295,0.142204650610578,0,1,0.722718012481778,4,0.520771473427203
16,4,tool,0,0,animals,2,t_223.png,223,tbd,61.910471783491,63.061463092426,64.1623795549686,0.0026388679003635,0,1,1.05320263654988,2,0.918282534505352
17,2,animal,0,1,animals,2,a_026.png,26,tbd,65.0964420010751,66.7977919234043,68.4825821315942,0.593289650926714,0,2,1.63677959619929,2,0.62506073313466
18,3,tool,0,1,animals,2,t_222.png,222,tbd,69.1164019014643,70.4841743604646,71.2514963971084,0.288726383668973,0,1,0.710561748873943,2,0.614254801258767
19,3,animal,0,1,animals,2,a_159.png,159,tbd,71.8686011094951,73.8702409397539,74.3039506231135,0.922760392905777,0,2,0.386582233823901,4,0.713015274628788
20,4,tool,0,0,animals,2,t_221.png,221,tbd,75.0211376853909,76.8392674909853,77.3230355697506,0.742275542368355,0,2,0.436650126684924,3,0.903874164712136
21,4,tool,0,0,animals,2,t_261.png,261,tbd,78.2403996387749,80.2754034589155,80.7256908533444,0.961937244107761,0,2,0.414625751701749,2,0.637344105686623
22,1,tool,0,1,animals,2,t_215.png,215,tbd,81.3762694578051,83.2277503110341,84.3286352478828,0.762233631723263,0,1,1.04532478247467,4,0.785489196664798
23,2,tool,0,1,animals,2,t_229.png,229,tbd,85.1292630286996,86.7639092668564,87.3476114725653,0.539701295337279,0,1,0.541291258274271,4,1.16457969856356
24,3,animal,0,1,animals,2,a_063.png,63,tbd,88.532058088728,90.5003156889764,91.2008618872775,0.882024073762456,0,1,0.639004140061616,4,0.378467741105965
25,1,tool,0,1,animals,2,t_263.png,263,tbd,91.5844698819314,93.1190829327129,93.3859395296795,0.439497986287842,0,2,0.21930908215927,3,0.974469329714168
26,4,animal,0,0,animals,2,a_119.png,119,tbd,94.3700358254061,95.5877346192162,96.5718444994673,0.128440337240739,0,2,0.939735230839517,2,0.599698486905538
27,4,animal,0,0,animals,2,a_057.png,57,tbd,97.1889808724399,98.9404309585196,99.2573069544866,0.664528112615709,0,2,0.269145625864098,2,0.750292893079177
28,4,tool,0,0,animals,2,t_264.png,264,tbd,100.024599307333,102.076285763992,102.643319842153,0.960827657291387,0,2,0.524416790174485,2,0.412381583036165
29,3,animal,0,1,animals,2,a_148.png,148,tbd,103.060360890579,104.511576585666,104.795152125547,0.365325616725729,0,1,0.234100948040748,4,0.573533075388923
30,2,animal,0,1,animals,2,a_045.png,45,tbd,105.378890552923,106.780069982362,107.180392655009,0.309346100841927,0,1,0.358688035386024,4,0.533381226432994
31,3,tool,0,1,animals,2,t_230.png,230,tbd,107.730790106338,109.632153198401,110.900007756227,0.823202799410275,0,1,1.21672179568685,2,0.339852643261565
32,1,tool,0,1,animals,2,t_329.png,329,tbd,111.250279882271,113.15186411043,113.518823174085,0.813236060350271,0,1,0.313094304825199,4,0.963145316289683
33,4,tool,0,0,animals,2,t_235.png,235,tbd,114.486210025751,115.870701719629,116.254321191325,0.290648914634997,0,2,0.338344289993472,2,0.499750044026143
34,4,animal,0,0,animals,2,a_001.png,1,tbd,116.771390899418,118.122523128324,119.156679634976,0.268842336769845,0,2,0.983584684110269,2,0.653454030595299
35,3,animal,0,1,animals,2,a_139.png,139,tbd,119.823838657098,121.875469288275,122.842829703495,0.970593901418646,0,1,0.930764719737908,3,1.29943528401498
36,4,animal,0,0,animals,2,a_008.png,8,tbd,124.160707139886,125.912120688756,126.512542194689,0.667018189914502,0,2,0.558212640710167,4,1.19089462675277
37,2,animal,0,1,animals,2,a_018.png,18,tbd,127.71354898382,128.931175216194,129.548373345014,0.140546717480762,0,1,0.575267541080962,4,0.509175051525517
38,1,animal,0,1,animals,2,a_151.png,151,tbd,130.065412633908,131.433218573212,132.900823739647,0.286637641075026,0,2,1.43331532333127,2,0.417781718891604
39,1,animal,0,1,animals,2,a_167.png,167,tbd,133.334693285664,135.06947043292,136.387198081039,0.648961397290404,0,1,1.2731612714436,4,0.428446600763721
40,4,animal,0,0,animals,2,a_068.png,68,tbd,136.82083048341,138.138619822029,138.789130200918,0.226781433500648,0,2,0.603102274602463,2,1.08880458256374
41,1,animal,0,1,animals,2,a_064.png,64,tbd,139.889971680399,142.008451819249,142.508789026281,0.985008626737616,0,1,0.437694619384558,4,0.30144147253111
42,3,tool,0,1,animals,2,t_250.png,250,tbd,142.825695462226,144.076800586996,145.094328587992,0.0998743276273538,0,1,0.961535112876675,2,0.823062840526404
43,4,tool,0,0,animals,2,t_353.png,353,tbd,145.928269689201,147.829738843783,148.213536989598,0.774179529205889,0,2,0.315808210478622,4,0.960974805761339
44,4,tool,0,0,animals,2,t_268.png,268,tbd,149.180972127891,150.498753300767,151.182671220029,0.18886435329607,0,1,0.621982132077505,3,0.858163402183379
45,1,tool,0,1,animals,2,t_265.png,265,tbd,152.050011226053,153.818042006366,154.184932647009,0.655581952199126,0,1,0.314858715911328,4,1.06190777805767
46,1,animal,0,1,animals,2,a_021.png,21,tbd,155.269427051771,157.154230309986,157.62132097917,0.752734290362028,0,1,0.405865648632073,4,0.4677490915048
47,2,tool,0,1,animals,2,t_194.png,194,tbd,158.105043360992,159.222452279716,160.056701213537,0.000374541035786269,0,1,0.763759470038337,4,0.521471324556046
48,3,animal,0,1,animals,2,a_022.png,22,tbd,160.590416150646,161.908255893168,162.30859705474,0.18856210432823,0,1,0.332963741578453,4,0.455759477219658
49,4,animal,0,0,animals,2,a_153.png,153,tbd,162.775574091973,163.926311229345,166.078360941257,0.0376467509954844,0,2,2.06619780470498,1,0.624097284347556
50,4,animal,0,0,animals,2,a_166.png,166,tbd,166.712170248856,167.863229847311,168.997459067308,0.0179490111960008,0,1,1.07351216483943,2,0.606320284989238
51,2,animal,0,1,animals,2,a_085.png,85,tbd,169.614597372502,171.53290472097,173.05086420313,0.777308050219527,0,2,1.45601255845372,2,0.330096507563951
52,4,animal,0,0,animals,2,a_178.png,178,tbd,173.384374875517,175.052258138674,176.737128131407,0.536987643706035,0,1,1.61785332218716,2,0.431065406558105
53,1,animal,0,1,animals,2,a_106.png,106,tbd,177.187619570068,179.038880196255,179.389410921451,0.72792589769579,0,1,0.267447521345105,4,0.314874194878485
54,4,animal,0,0,animals,2,a_090.png,90,tbd,179.722978086576,181.607680980423,182.074783795304,0.76310554058995,0,2,0.408775761892571,2,0.510693182035311
55,4,animal,0,0,animals,2,a_152.png,152,tbd,182.608775796911,184.443462825475,185.961422692721,0.727723072881001,0,1,1.45323217123666,2,0.388295241419542
56,4,tool,0,0,animals,2,t_242.png,242,tbd,186.361902094579,187.846479736013,188.813945136432,0.351795914037983,0,2,0.880247487872111,4,0.902964892546265
57,4,tool,0,0,animals,2,t_226.png,226,tbd,189.731278143981,191.115806306922,191.499478900307,0.273859855338194,0,2,0.329884970857108,4,0.268283752049285
58,4,animal,0,0,animals,2,a_168.png,168,tbd,191.782991188561,193.150823391848,193.684595817085,0.262272181681218,0,2,0.473249887264842,2,0.640555925511364
59,4,tool,0,0,animals,2,t_260.png,260,tbd,194.335040411409,196.16988698429,196.586884921465,0.723803692498955,0,1,0.356209350951474,3,1.86248512698751
60,3,animal,0,1,animals,2,a_003.png,3,tbd,198.471885341324,199.689560153686,200.340121221444,0.114312161563926,0,1,0.598835564946398,3,0.308350018190538
61,3,tool,0,1,animals,2,t_269.png,269,tbd,200.656955284999,202.508608128392,202.925490402675,0.719044011465377,0,2,0.363971375268136,3,1.21115245580683
62,4,animal,0,0,animals,2,a_032.png,32,tbd,204.143187847982,205.511093727596,206.712088617028,0.238627646663272,0,2,1.14360696844307,2,0.574639517178866
63,4,tool,0,0,animals,2,t_314.png,314,tbd,207.295798437926,209.063951838861,209.664443128695,0.659173110892564,0,2,0.544975739692006,2,0.455497557598392
64,3,animal,0,1,animals,2,a_015.png,15,tbd,210.131577314997,211.415987675155,212.366586316979,0.185702537502153,0,1,0.901105489132476,4,0.439441083704367
65,4,animal,0,0,animals,2,a_069.png,69,tbd,212.817057605469,214.802134542175,215.402631699825,0.865742295697959,0,1,0.539190582793026,4,0.302715458498483
66,4,animal,0,0,animals,2,a_135.png,135,tbd,215.719474529632,217.721242578545,219.505779043653,0.89358941289159,0,2,1.73731279445065,2,0.662754080008824
67,4,animal,0,0,animals,2,a_112.png,112,tbd,220.173168125196,221.707889694894,222.375094978298,0.395703445199503,0,2,0.610708177630329,2,0.935556767422781
68,2,animal,0,1,animals,2,a_042.png,42,tbd,223.325787131078,224.643614787654,225.093925515657,0.199443565642974,0,1,0.412228540625449,4,0.627928363429533
69,4,animal,0,0,animals,2,a_126.png,126,tbd,225.727787652981,227.295836262489,228.063134480353,0.455083869321103,0,2,0.7171942788043,2,0.310829247789457
70,2,tool,0,1,animals,2,t_208.png,208,tbd,228.379984614005,230.214815276658,230.882086457131,0.729233484071135,0,1,0.619344188501202,4,0.486098066864201
71,2,tool,0,1,animals,2,t_203.png,203,tbd,231.382465938493,232.583392727451,233.584361766291,0.0835818841746422,0,1,0.944933449742507,3,0.456012340232917
72,4,animal,0,0,animals,2,a_055.png,55,tbd,234.051361950851,235.61926042737,236.65358134097,0.473141187950184,0,2,0.982231964750326,2,0.673928313349052
73,4,tool,0,0,animals,2,t_360.png,360,tbd,237.337425575509,239.372518594319,240.173110438436,0.918826635856801,0,2,0.743225687387849,3,1.08058685103668
74,4,tool,0,0,animals,2,t_278.png,278,tbd,241.274027405566,242.758569272967,244.476732511064,0.387080231277119,0,1,1.65440174042601,2,0.41322253510765
75,3,tool,0,1,animals,2,t_285.png,285,tbd,244.893690532985,246.361618121533,246.845361230456,0.362956635843507,0,1,0.414430689560277,2,0.371801814409707
76,2,tool,0,1,animals,2,t_251.png,251,tbd,247.2289711977,249.030539160685,249.397489679107,0.689605779151502,0,2,0.321692421588409,4,0.751823608109646
77,2,tool,0,1,animals,2,t_342.png,342,tbd,250.164748224914,251.966217192814,252.483353944842,0.696184122546855,0,1,0.469226718427706,4,0.709066198971414
78,4,tool,0,0,animals,2,t_248.png,248,tbd,253.200600174475,255.219007309416,255.619253396107,0.909109138738803,0,2,0.347519358101579,2,0.557345891879123
79,3,tool,0,1,animals,2,t_287.png,287,tbd,256.186410917817,258.154788737842,258.688413604589,0.859013304789337,0,1,0.49494802746392,4,0.4233926432521
80,2,animal,0,1,animals,2,a_171.png,171,tbd,259.122186190661,260.556473109917,260.973769343278,0.30618063741216,0,1,0.354321163624491,4,0.300154045118347
81,3,animal,0,1,animals,2,a_120.png,120,tbd,261.290635836192,262.925422501248,263.225566254743,0.514559112477612,0,1,0.257506646271167,4,0.272439069746156
82,4,tool,0,0,animals,2,t_198.png,198,tbd,263.509146195836,264.810291567607,265.394101053644,0.183841166995604,0,2,0.532761829901347,2,0.440044131959326
83,2,animal,0,1,animals,2,a_037.png,37,tbd,265.844429029184,267.312374059911,269.213810465393,0.353399559877242,0,2,1.85486542520391,1,1.03460249580314
84,3,tool,0,1,animals,2,t_346.png,346,tbd,270.264766412724,271.916021784726,272.366556905971,0.555576483621607,0,1,0.389491998169319,4,0.874070573428071
85,4,animal,0,0,animals,2,a_111.png,111,tbd,273.250576549959,275.252136182604,275.6526078122,0.884470435268683,0,2,0.341597501887691,2,0.241071966966729
86,4,tool,0,0,animals,2,t_321.png,321,tbd,275.902773127296,277.954581363459,278.288186443473,0.942422511176856,0,2,0.274336879834095,2,0.300678804817608
87,4,tool,0,0,animals,2,t_240.png,240,tbd,278.605031408538,280.523212148035,281.173873386919,0.801640567390764,0,2,0.585860457260878,2,0.378101966567215
88,3,animal,0,1,animals,2,a_095.png,95,tbd,281.557469841982,283.05882429115,283.392421466809,0.36766861120495,0,1,0.285348712813857,3,0.688814928567353
89,1,animal,0,1,animals,2,a_005.png,5,tbd,284.092915777812,285.210599525656,285.660867243926,0.0102374376381202,0,1,0.391718403309028,4,0.283446949149379
90,4,animal,0,0,animals,2,a_033.png,33,tbd,285.961137339407,287.762663567419,289.480780510862,0.681275904511656,0,1,1.66874726166066,2,0.420800771495351
91,4,animal,0,0,animals,2,a_019.png,19,tbd,289.914410327541,291.549179845179,291.899491185849,0.511859365750961,0,2,0.292478171943571,4,0.374195251160472
92,2,tool,0,1,animals,2,t_196.png,196,tbd,292.28304810095,294.117906790352,294.451457030478,0.724272016065937,0,1,0.280844908692302,2,0.429369363139472
