trial,phase,object,toShock,seenBefore,shockedCategory,responseSide,filename,num,name,onsetFixationCross,onsetForcedChoiceOptions,onsetCertaintyOptions,interTrialTime,wasShocked,buttonPressedForcedChoice,forcedChoiceRT,buttonPressedCertainty,certaintyRT
1,4,animal,0,0,tools,2,a_082.png,82,tbd,0.017403200593435,2.48610224570984,4.1374231466807,1.28533598815731,0,1,1.59851350405279,3,3.23336348189059
2,3,animal,0,1,tools,2,a_098.png,98,tbd,7.3901152844046,9.67533707989787,10.792920408142,1.18743103772385,0,1,1.07659985536338,4,1.5390951206964
3,2,tool,0,1,tools,2,t_260.png,260,tbd,12.344210475263,14.6794492585668,16.1640100433087,1.23850952825259,0,1,1.44573500526985,4,2.08525354282119
4,4,animal,0,0,tools,2,a_065.png,65,tbd,18.2657374948521,20.5509569989626,22.3190799406448,1.19859057347765,0,1,1.71443648852164,3,2.18252663473595
5,4,tool,0,0,tools,2,t_308.png,308,tbd,24.5208875808739,26.6726591276829,28.1405319486394,1.06732713296008,0,2,1.42108353544154,4,2.49433538781341
6,4,tool,0,0,tools,2,t_241.png,241,tbd,30.6425905571923,33.077918487661,34.4123617045552,1.34461815208504,0,2,1.28612623344452,3,2.4407586888492
7,4,tool,0,0,tools,2,t_247.png,247,tbd,36.8643638486537,39.9168910946364,41.6015917517161,1.94536026927237,0,2,1.63849871077855,2,2.4979164931683
8,3,tool,0,1,tools,2,t_316.png,316,tbd,44.1036311122834,46.7224839954433,48.4405326000733,1.5150635889596,0,1,1.67723029137051,2,1.98327358195456
9,4,tool,0,0,tools,2,t_304.png,304,tbd,50.4422045172387,53.4947086469938,54.4788476828462,1.95868202094523,0,2,0.941276588806431,3,2.2302399722148
10,2,animal,0,1,tools,2,a_096.png,96,tbd,56.714024214737,58.8491124711018,59.8332511418585,1.03860538704026,0,1,0.934117884032275,4,1.08005985957425
11,4,animal,0,0,tools,2,a_171.png,171,tbd,60.9174843198853,63.6697467586719,64.5704790902082,1.64828263653965,0,1,0.852715468043243,4,1.56601951843186
12,2,animal,0,1,tools,2,a_002.png,2,tbd,66.1551169468357,68.740581531375,69.9082137409823,1.47828004277972,0,1,1.11611252201874,4,1.04452266519002
13,2,animal,0,1,tools,2,a_032.png,32,tbd,70.9590698702486,73.6612923177536,75.0958105693508,1.6117044226912,0,1,1.38166569254372,4,0.995222501276658
14,1,animal,0,1,tools,2,a_106.png,106,tbd,76.0966287232686,79.099092310842,80.0999115646964,1.90620945336787,0,1,0.969060611784698,4,1.07334775947038
15,4,animal,0,0,tools,2,a_046.png,46,tbd,81.1841443776275,83.9864600965993,85.2875160473432,1.70420603687075,0,2,1.25487292797061,3,1.89301376009826
16,4,animal,0,0,tools,2,a_031.png,31,tbd,87.1890879085395,89.4742743479719,90.9921990099792,1.15487980292975,0,2,1.44843362800566,3,1.97459982202236
17,2,animal,0,1,tools,2,a_146.png,146,tbd,92.9771844052812,95.746110520503,96.6468339138792,1.6627852746269,0,1,0.843864436294098,4,1.46121365281215
18,1,tool,0,1,tools,2,t_322.png,322,tbd,98.1147298788219,101.100520808374,103.18556843105,1.88217461723277,0,1,2.02976094049336,2,1.88180028778152
19,4,animal,0,0,tools,2,a_095.png,95,tbd,105.087131587039,107.856081369387,109.807678652802,1.67522154615534,0,2,1.90852021659703,2,2.11901994223899
20,4,animal,0,0,tools,2,a_089.png,89,tbd,111.942776392643,114.411466707583,116.563230508607,1.37338620323753,0,2,2.09744434927416,2,2.20878942075342
21,3,tool,0,1,tools,2,t_298.png,298,tbd,118.781727439932,121.217067764557,121.800879264882,1.34251262000288,0,1,0.53608797414654,4,1.19028761753452
22,1,tool,0,1,tools,2,t_224.png,224,tbd,123.001861303039,125.704082193073,127.355433591891,1.61137079492847,0,1,1.61433277229389,4,1.18898634106245
23,4,tool,0,0,tools,2,t_352.png,352,tbd,128.556438061371,131.292009422361,133.510508829012,1.64397203554527,0,2,2.1677071994236,2,1.69829721830592
24,4,animal,0,0,tools,2,a_135.png,135,tbd,135.228590175722,138.064246628902,140.249365160118,1.74151288247551,0,1,2.14678501765047,3,2.20077968504938
25,1,animal,0,1,tools,2,a_169.png,169,tbd,142.467872517746,145.520388055405,147.121703726828,1.96033626411118,0,1,1.54598060312856,3,1.65470197050035
26,4,tool,0,0,tools,2,t_206.png,206,tbd,148.789736490734,151.308469683595,153.677103520401,1.42419242129628,0,1,2.31919227934577,4,1.78563958277482
27,4,tool,0,0,tools,2,t_222.png,222,tbd,155.478569533891,157.947232145187,160.015645720428,1.39467173423491,0,2,1.99173049912952,2,1.87237093997283
28,4,animal,0,0,tools,2,a_105.png,105,tbd,161.900516628424,164.402563164488,165.753686142782,1.38674362953785,0,1,1.2896742122366,4,0.762581996541485
29,4,tool,0,0,tools,2,t_223.png,223,tbd,166.520983137613,168.67275367506,169.440058278883,1.0617197880665,0,1,0.727641537992895,4,1.18140414412392
30,4,tool,0,0,tools,2,t_197.png,197,tbd,170.641034223023,173.493382442623,174.244006437447,1.75005520880248,0,2,0.70124443032546,3,1.90071684926806
31,4,tool,0,0,tools,2,t_348.png,348,tbd,176.162252743366,178.914502261136,179.881971732661,1.65638486518849,0,2,0.927391990345313,4,1.39792359136754
32,1,animal,0,1,tools,2,a_133.png,133,tbd,181.299806143844,183.901943638743,184.952802311733,1.51151181593518,0,1,1.00213845472445,4,1.43940382513483
33,1,animal,0,1,tools,2,a_141.png,141,tbd,186.404007538074,188.672542791387,191.341398797586,1.1769693936041,0,1,2.62188227336992,4,0.405055446607548
34,4,tool,0,0,tools,2,t_283.png,283,tbd,191.758399267515,194.210419397898,195.728334869405,1.35594328014505,0,2,1.47218141318353,4,0.734300145149973
35,1,animal,0,1,tools,2,a_136.png,136,tbd,196.478948645909,199.498099897781,201.03270003233,1.9329888102591,0,1,1.48684274789503,4,0.401211633928142
36,3,tool,0,1,tools,2,t_208.png,208,tbd,201.44970806224,204.485525281929,205.619804363171,1.94160567909366,0,2,1.09258301966202,4,0.601342710481731
37,4,tool,0,0,tools,2,t_294.png,294,tbd,206.236982302012,209.256128307464,210.256949006033,1.92305575242584,0,2,0.954194187926987,4,1.22643068459638
38,3,animal,0,1,tools,2,a_078.png,78,tbd,211.491292352763,213.659748127261,215.311106606347,1.07560521903364,0,1,1.60783984789578,2,1.48849035459807
39,4,tool,0,0,tools,2,t_219.png,219,tbd,216.812334801762,219.464518082473,221.549569325701,1.5661249668715,0,2,2.04732708330357,3,1.4443498073324
40,1,animal,0,1,tools,2,a_093.png,93,tbd,223.00075860666,225.569544918872,228.288448523484,1.48065700842109,0,2,2.6766312456939,3,1.07776919586468
41,2,animal,0,1,tools,2,a_026.png,26,tbd,229.372665342955,231.92476213484,236.111539524481,1.48053001059657,0,2,4.126782024975,2,1.21906475826563
42,2,tool,0,1,tools,2,t_190.png,190,tbd,237.345891691031,240.41507940514,242.21655930372,1.98184461981953,0,2,1.76272156554023,3,1.12035292832024
